file_name,transcription,duration,speaker
audio/tr_10015_tr097097.wav,ባልቻ ጐበዝ ተማሪ ስለሆነ ተሸላሚ እንዲሆን የትምህርት ማህበረሰብ በአንድነት ወሰኑ,7.68,SPK01
audio/tr_10016_tr097098.wav,በናዝሪት ከተማ ውስጥ ከሚገኙት ቤቶች ሁሉ ጉልሁ የኡመር ቤት ነው,6.91,SPK01
audio/tr_10017_tr097099.wav,ጐስቋላው ዳምጤ ሎተሪ ደረሰው,3.84,SPK01
audio/tr_10018_tr097100.wav,ከበደ ፈረሱን ለጐመ,3.20,SPK01
audio/tr_10019_tr097101.wav,ትንሽ ልጅ እንጀራ በዶሮ ወጥ ከበላ በኋላ አፉን በደምብ ተጉመጠመጠ,6.53,SPK01
audio/tr_1001_tr11002.wav,ስዊድን ከኢትዮጵያ ጋር ያላትን ግንኙነት አስመልክቶ አዲስ የትብብር ስልት መነደፉን አምባሳደሩ ገልጸዋል,9.34,SPK01
audio/tr_10020_tr097102.wav,ገንፎ ብዙ ጊዜ የሚበላው በጐድጓዳ ሳህን ነው,4.61,SPK01
audio/tr_10021_tr097103.wav,አበራሽ የሰፈሩ ነገር ቆስቋሽ መሆኗ የታወቀ ነው,5.12,SPK01
audio/tr_10022_tr097104.wav,ቤዛ ጐረመሰመሰለኝ ትዛዝ አልቀበልም አለ,3.58,SPK01
audio/tr_10023_tr097105.wav,እጀጐልዳፋው ሰውዬ መጻፍ አይችልም,3.58,SPK01
audio/tr_10024_tr097106.wav,ተድላ በልጅነቱ ቆረበ,3.33,SPK01
audio/tr_10025_tr097107.wav,ወይዘሮ ባፋና በእንጉርጉሯቸው የታወቁ ናቸው,4.99,SPK01
audio/tr_10026_tr097108.wav,ሰውዬው ሚስቱን በጣም እንደሚወድ በለሆሳስ ነገራት,5.63,SPK01
audio/tr_10027_tr097109.wav,ዛሬ የበላናት ቀይ ወጥ ሁርጥ ያለችናት,4.35,SPK01
audio/tr_10028_tr097110.wav,አበበ ለዶክተሩ ሁለመናዬን ነው የሚያመኝ ብሎ ነገረው,4.61,SPK01
audio/tr_10029_tr097111.wav,የቻይና ህዝብ ሁልቆ መሳፍርት የለውም,3.33,SPK01
audio/tr_10030_tr097112.wav,ዘነበች ሰራተኛዋን አታንጓጉ ብላ ተቆጣቻት,4.61,SPK01
audio/tr_10031_tr097113.wav,ትግስት እህቷን ስትጓጉ ክረሚ እንጂ የኔን አይነት ሀብል አይገዛልሽም አለቻት,7.81,SPK01
audio/tr_10032_tr097114.wav,አንቺ ልጅ ያየሽውን ነገር ሁሉ ለማግኘት አትጓጉ,4.74,SPK01
audio/tr_10033_tr097115.wav,ኢትዮጵያ ክርስትናን የተቀበለችው በዛጔስረወ መንግስት ነው,5.25,SPK01
audio/tr_10034_tr097116.wav,መጋቢ ብሉይ ተክለማሪያም የተወለዱት ዳጔ ነው,5.76,SPK01
audio/tr_10035_tr097117.wav,አሊ በረሀብ ኩርምት ብሏል,3.58,SPK01
audio/tr_10036_tr097118.wav,የሰርጉ ወጥ ኩችም ተደርጐ ነው የተሰራው,3.33,SPK01
audio/tr_10037_tr097119.wav,መምሩ እንዳስተማሩት ከሆነ ህጻናቶች ምንም ኩነኔ የለባቸውም,7.17,SPK01
audio/tr_10038_tr097120.wav,ስትመለሺ በሩን አንኳኲ,3.20,SPK01
audio/tr_10039_tr098001.wav,በመጀመሪያ ደረጃ ወራሪ ሆኖ የኢትዮጵያ ግዛትን መያዙን አምኖ ለመውጣት ተስማምቷል,5.50,SPK01
audio/tr_1003_tr11004.wav,መለፍለፍ ራሱ ዲሞክራሲያዊ መብት ነው,4.74,SPK01
audio/tr_10040_tr098002.wav,መለስና ኢሳያስ ማስጠንቀቂያ ደረሳቸው,3.71,SPK01
audio/tr_10041_tr098003.wav,የኤርትራ ባንዲራ ይውረድ ተብሎ ኤምባሲ ተደበደበ,4.10,SPK01
audio/tr_10042_tr098004.wav,ኢትዮጵያን መብት እንደሌላት አድርገው ለማቅረብ ሞክረዋል,3.46,SPK01
audio/tr_10043_tr098005.wav,የጋናው ፕሬዚዳንት ኢትዮጵያና ኤርትራ የድንበር ውዝግባቸውን በሰላም እንዲፈቱ ጥሪ ማቅረባቸው ተገለጠ,5.50,SPK01
audio/tr_10044_tr098006.wav,እሳት አደጋዎች በተጠንቀቅ ላይ ናቸው,2.82,SPK01
audio/tr_10045_tr098007.wav,በአሁኑ ሰአት የቤተክርስቲያን ሊቃውንት እንዴት እንደተናቁና እንደተጠሉም ሳይናገሩ አላለፉም,6.27,SPK01
audio/tr_10046_tr098008.wav,ጠዋት የጀመርነው ጉዞ የአዲስ አባና የኦሮሚያ ክልሎችን በማገባደድ ጥቁር ውሀ ላይ ደረሰ,5.38,SPK01
audio/tr_10047_tr098009.wav,አንድ የመንግስት መላክ ተኛ እንኳን ንግስተ ነገስቱን ያገሩን ህዝብ ሊያከብሩ ይገባል እንጂ ትናንት እንደ ሰራኸው ያለ ሊሰራ አይገባም,7.42,SPK01
audio/tr_10048_tr098010.wav,በአገሪቱ ደረጃ የባንኩ ቋሚ ና ተንቀሳቃሽ ንብረቶች ያሉበትን ሁኔታ መገምገም ና ተያያዥ ስራዎችን ማከናወን በሶስተኛነት የተጠቀሰ አላማ ነው,8.58,SPK01
audio/tr_10049_tr098011.wav,ሁሴን አይዲድ ወንጀለኛ ናቸው ኢትዮጵያ ጸጥታዋን የማስከበር መብት አላት,4.48,SPK01
audio/tr_10050_tr098012.wav,መናገራቸውን ምንጮቹ አስረድተዋል,3.84,SPK01
audio/tr_10051_tr098013.wav,ኤርትራ ሚግ ሀያ አንድ ገዛች,4.10,SPK01
audio/tr_10052_tr098014.wav,በጉንፋን የዘገዩት አንቶኒ ሌክ ሀሙስ አዲስ አበባ ይገባሉ,4.10,SPK01
audio/tr_10054_tr098016.wav,ኮሌጆቹ በመዘጋታቸው ምክንያት አብዛኞቹ ተማሪዎች ወደ የመጡበት ተመልሰዋል,4.61,SPK01
audio/tr_10055_tr098017.wav,ተባባሪ መንገደኞችም ይህን ይናገሩታል,2.94,SPK01
audio/tr_10056_tr098018.wav,የኢትዮጵያ የህግ ባለሙያ ሴቶች ማህበር ክስ መሰረተ,3.33,SPK01
audio/tr_10057_tr098019.wav,የጣቢያውንም ሀላፊዎች ስንጠይቅ እኛ የእናንተ ጉዳይ አያገባንም ብለውናል,4.74,SPK01
audio/tr_10058_tr098020.wav,ወደ ኬንያ የኮበለሉት ሁለት አስር አለቃ ና አምስት ወታደሮች ናቸው ተባለ,4.99,SPK01
audio/tr_10059_tr098021.wav,አንዳንዶች ጋዜጠኞች ለኢትዮጵያውያን በውን አስቸጋሪ ሆነዋል,4.48,SPK01
audio/tr_1005_tr11006.wav,የኤርትራውያን ቤት ነዋሪውን ህብረተሰብ እያፋጀ ነው,7.17,SPK01
audio/tr_10060_tr098022.wav,እኛ እንደውም የኤርትራ መንግስትም ምርኮኛ አድርጐ የያዛቸውን ኢትዮጵያውያንን እንዲለቅ እንጠይቃለን ሲሉ ገልጿል,5.89,SPK01
audio/tr_10061_tr098023.wav,ፕሮፌሰር አስራት ተሽሏቸው ከሆስፒታል ወጡ,2.82,SPK01
audio/tr_10062_tr098024.wav,በደሴ ከተማ አስራ ስድስት ሱቆችን ያቃጠለችው ኤርትራዊት ተያዘች,5.89,SPK01
audio/tr_10063_tr098025.wav,ጣሊያን ሄሊኮፍተሮች እንድታዋጣ ተጠየቀች,3.20,SPK01
audio/tr_10064_tr098026.wav,ሻእቢያ ዜጐችን ኢትዮጵያዊ እያሰኘ የፈጸመው ኢኮኖሚያዊ ምዝበራ ተጋለጠ,4.61,SPK01
audio/tr_10065_tr098027.wav,ዶክተር በየነ ጴጥሮስ ገልጸዋል,2.43,SPK01
audio/tr_10066_tr098028.wav,የኢንቨስትመንት አዋጁ ፖስታ ና ቴሌን ለባለሀብቶች መልቀቅ አለበት,4.48,SPK01
audio/tr_10067_tr098029.wav,ጥያቄያችን ጆንያ ሙሉ ነው,2.18,SPK01
audio/tr_10068_tr098030.wav,ይሁን እንጂ የዚህችን ሀገር ፖለቲካ ከሚያሾሩት ሰባት ሰዎች መካከል አንዱ ናቸው,4.74,SPK01
audio/tr_10069_tr098031.wav,ለኢትዮጵያ ብሄራዊ ቡድን ሶስት ጊዜያዊ አሰልጣኞች ተመረጡ,3.58,SPK01
audio/tr_1006_tr11007.wav,በእስቱትጋርት ወደ ትግራይ ያንጋደደውን የልማት ስራ ኢትዮጵያንን አከራከረ,7.30,SPK01
audio/tr_10070_tr098032.wav,በኢትዮጵያ ውስጥ ላለው ስልሳ ሚሊዮን ህዝብ በሀገሪቱ ውስጥ ያሉት ሳይካይትሪስቶች ብዛት አስር ብቻ መሆኑም ተገልጿል,6.14,SPK01
audio/tr_10071_tr098033.wav,በዚሁ ምክንያት ሻቢያ ከኢትዮጵያ የሚያገኘው ጥቅም ተቋርጦበታል,3.84,SPK01
audio/tr_10072_tr098034.wav,በኢትዮ ኬንያ ድንበር ሁለት መቶ ሰዎች ሞቱ,3.07,SPK01
audio/tr_10073_tr098035.wav,ኢትዮጵያዊው በላይ ተክሉ ኢትኦጵን አሳሰሩ,2.82,SPK01
audio/tr_10074_tr098036.wav,የአይዲድ ቀኝ እጅ ትናንት ተገደሉ,2.82,SPK01
audio/tr_10075_tr098037.wav,አብደላ እድሪስ ወደ ግብጽ እንዳይገቡ ታገዱ,3.71,SPK01
audio/tr_10076_tr098038.wav,ጭረታቸውን እንደያዙ ወደማሳቸው ሄዱ,2.82,SPK01
audio/tr_10077_tr098039.wav,ኢትዮጵያዊ ተመራማሪ የፕሪንስ ክሎስ ሽልማትን አገኘ,4.10,SPK01
audio/tr_10078_tr098040.wav,ሆቴልም እንደገባሁ ስማቸውን አጠና ያደረግነውን ውይይትም አስብ ነበር,4.74,SPK01
audio/tr_10079_tr098041.wav,ግን ችሎታው የሌላቸው ተጫዋቾችም ችሎታቸው ሊዳብር ና ጥሩ ሊሆን እንደሚችል አይታወቅም,5.25,SPK01
audio/tr_10080_tr098042.wav,ፌዴሬሽኖች ባለሙያዎችን መንከባከብ ይጠበቅባቸዋል,3.71,SPK01
audio/tr_10081_tr098043.wav,ተጫዋቾች እንደሚሉት ቀደም ሲል ስፖርት ኮሚቴው ቃል እንደገቡላቸው ቃላቸውን እንዳልጠበቁ አጫውተውናል,6.53,SPK01
audio/tr_10082_tr098044.wav,በገና ለገና ስሜት ካማረው ጉዟቸው ሊደናቀፉ አይገባም,3.71,SPK01
audio/tr_10083_tr098045.wav,ይህም እግር ኳስ ተጫዋች ሊያደርገኝ ችሏል,2.94,SPK01
audio/tr_10084_tr098046.wav,የኢትዮጵያ ስፖርት ጋዜጠኞች ማህበር መተዳደሪያ ደንቡን አጸደቀ,4.10,SPK01
audio/tr_10085_tr098047.wav,ደጋፊው ለውድድሩ ትኩረት ካደረገ ገቢ ያገኛል,3.20,SPK01
audio/tr_10086_tr098048.wav,ሰልጣኞቹ በመግባባት በኩል ችግር እንዳልገጠማቸው ታውቋል,4.10,SPK01
audio/tr_10087_tr098049.wav,በእለቱ ጥቁር ማሊያ አድርገው የገቡት ዩናይትዶች ልክ እንደ ማሊያው ጠቁረው ነበር የወጡት,5.12,SPK01
audio/tr_10088_tr098050.wav,ከየክልሉ ጥሩ ጥሩ ተጨዋቾች ናቸው ብለው ያመኑባቸውን አሰባስበዋል,5.25,SPK01
audio/tr_10089_tr098051.wav,አቶ ደምስ ማንም እንደሚያውቀው በኢትዮጵያ ፉትቦል ፌዴሬሽን ና በክልል አስራ አራት ፉትቦል ፌዴሬሽን መካከል አለመግባባቶች ነበሩ,6.91,SPK01
audio/tr_1008_tr11009.wav,የኮሪያ ወታደራዊ ጠበብት ኢትዮጵያንን እየረዱ ነው,6.02,SPK01
audio/tr_10090_tr098052.wav,የኢትዮጵያ ኦሎምፒክ ኮሚቴ ጽፈት ቤት ጉዳዩን አስመልክቶ በየአድራሻቸው ደብዳቤ ጽፏል,5.12,SPK01
audio/tr_10091_tr098053.wav,ከዚህ ሌላ ሌይስተር ኤቨርተንን ሁለት ለዜሮ ኖቲንግሀም ፎሬስት ኮቬንትሪን አንድ ለዜሮ አሸንፈዋል,7.81,SPK01
audio/tr_10092_tr098054.wav,ዚዳን ሉፒ ጁቬን ስለሚለቁ እርሳቸውን ሊከተል ነው የሚባለውን አስተባብሎ በጣልያን ለመጫወት ፍላጐት እንደሌለው ና እንግሊዝን እንደሚመርጥ ተናግሯል,9.60,SPK01
audio/tr_10093_tr098055.wav,ኢዴፓ የተቃዋሚዎችን ህብረት ይቃወማል,3.20,SPK01
audio/tr_10094_tr098056.wav,ባሬንቱ በኢትዮጵያ ሰራዊት ቁጥጥር ስር ሆነች,3.71,SPK01
audio/tr_10095_tr098057.wav,መለስ እና ኢሳያስ እርስ በርሳቸው ከቢሮ አቸው የሚወገዱ በትን መንገድ እየፈለጉ ናቸው,5.76,SPK01
audio/tr_10096_tr098058.wav,ሶማሊያዎች ጠቅላይ ሚኒስትር መለስን አስጠንቀቁ,4.99,SPK01
audio/tr_10097_tr098059.wav,የኢትዮጵያ ቴሌኮሚኒኬሽን የውጭ ኢንቨስተሮች ከኮርፖሬሽኑ ጋር ሼር እንዲገቡ ጋበዘ,5.63,SPK01
audio/tr_10098_tr098060.wav,ይህም አጋጣሚ ህዝቡ እሳቸውን እሳቸው ደግሞ ህዝቡን እንዲያውቁት ያደርጋል,4.48,SPK01
audio/tr_10099_tr098061.wav,ልኡኩ ከሩሲያ የውጭ ጉዳይ ሚኒስቴር ባለስልጣናት ጋር እንደሚገናኝም ታውቋል,5.25,SPK01
audio/tr_1009_tr11010.wav,በነገራችን ላይ ካናዳም እንዲሁ እንደ አሜሪካን ናት,6.14,SPK01
audio/tr_10100_tr098062.wav,የጅማ ሻሸመኔ ጐባ ከተማዎች እንደገና በአባይ ጸሀዬ ሊዋቀሩ ነው,5.63,SPK01
audio/tr_10101_tr098063.wav,የልኡካን ቡድኑ የውጭ ባንኮች አቅም እንደሚጠናከር የሚያስረዳ ማስረጃዎችን ለማቅረብ መዘጋጀታቸው ተጠቁሟል,7.81,SPK01
audio/tr_10102_tr098064.wav,በህገ ወጥ መንገድ ኤርትራዊቷን ከኢትዮጵያ ያስወጣው ጀርመናዊ በቁጥጥር ስር ዋለ,5.25,SPK01
audio/tr_10103_tr098065.wav,አዋሽ ኢንሹራንስ በጅማ ስድስተኛ ቅርንጫፍ ከፈተ,3.84,SPK01
audio/tr_10104_tr098066.wav,አዳማ ናዝሪት የኦሮሚያ ዋና ከተማ ሆነች,3.58,SPK01
audio/tr_10105_tr098067.wav,የተባረሩ ኤርትራውያን ድርጅታቸው ተሸጦ ወኪሎቻቸው ከአገር እንዲወጡ ተወሰነ,5.25,SPK01
audio/tr_10106_tr098068.wav,ወዲያው ከታላቅ ወንድማቸው ከስዬ ጋር ማውራት ጀመሩ,3.97,SPK01
audio/tr_10107_tr098069.wav,ከሄጉ የድንበር ኮሚሽን ውሳኔ በኋላ የኢትዮጵያ ባለስልጣናት ስራ በዝቶባቸው መሰንበቱን ቅርበት ያላቸው ምንጮች ገለጹ,7.94,SPK01
audio/tr_10108_tr098070.wav,የኢትዮጵያ ፕራይቬታይዜሽን ኤጀንሲ ባለፈው ሳምንት የመንግስት የልማት ተቋማትን ለሽያጭ አቀረበ,6.02,SPK01
audio/tr_10109_tr098071.wav,አሜሪካ የምትደግፈው ኢትዮጵያን ነው ብለዋል,3.84,SPK01
audio/tr_10110_tr098072.wav,ዛሬ ነገሩ ሁሉ ተገለባብጧል,3.07,SPK01
audio/tr_10111_tr098073.wav,እንደረፋድ ገበያ የተሟሟቀ ነው,3.20,SPK01
audio/tr_10112_tr098074.wav,እንደኔው የመጣ አንድ ኢትዮጵያዊ አገኘሁ,3.71,SPK01
audio/tr_10113_tr098075.wav,ተፈናቃዮችን ማስተናገዱ ና ለአዲሱ ኑሮአቸው ማዘጋጀቱ ለሻእቢያ ተጨማሪ የቤት ስራ ብቻ ሳይሆን ተጨማሪ የራስ ምታትም ነው,7.68,SPK01
audio/tr_10114_tr098076.wav,አጼ ዮሀንስ ለእንግሊዟ ንግስት የጻፉት ደብዳቤ ከሌሎቹ ለየት ያለ ነበር,5.25,SPK01
audio/tr_10115_tr098077.wav,በዚህ ስያሜ ማናችንም ባንደሰትም ካለው ሀቅ አንጻር ደግሞ የተገባ እርምጃ ነው,5.89,SPK01
audio/tr_10116_tr098078.wav,የራዲዮ የስርጭት ሰአት እንዲራዘም ና አዳዲስ ፕሮግራሞችም እንዲከፈቱ ተደርጓል,6.14,SPK01
audio/tr_10117_tr098079.wav,የወናጐ ተፈናቃዮችንም እንደሌሎቹ ቃኝ ቻለሁ,4.10,SPK01
audio/tr_10118_tr098080.wav,ኢሳይያስ አፈወርቂ ኢትዮጵያ ና ኢትዮጵያም ያሳደገቻቸው መሆናቸው እውነት ነው,4.99,SPK01
audio/tr_10119_tr098081.wav,ጸረ ኢትዮጵያ ና ጸረ አንድነት ቡድኖች ይህን ሊገነዘቡት ይገባል,4.48,SPK01
audio/tr_1011_tr11012.wav,የሄዱት አንዴ ሄደዋል ጠፍተዋል ሞተዋል,4.48,SPK01
audio/tr_10120_tr098082.wav,በብዙ ሺዎች የሚቆጠሩት ከአገር ተሰደዱ,4.22,SPK01
audio/tr_10121_tr098083.wav,እንደሩሲያ ቻይና ሩማንያ ቡልጋሪያ ና ዩክሬን ያሉ አገሮች ለሁለቱም ወገኖች የጦር መሳሪያ አቅርበዋል,7.17,SPK01
audio/tr_10122_tr098084.wav,የተባለውን የሚያደርገውም በዚህ ምክንያት ነው,3.58,SPK01
audio/tr_10123_tr098085.wav,ሸክላ ሰሪዋ አለሚቱ በጉልቻ ስራዋ የታወቀች ነች,4.10,SPK01
audio/tr_10124_tr098086.wav,አብዱ አስፋልቱ ላይ የኰለኰለው ድንጋይ መኪና አላሳልፍ አለ,4.74,SPK01
audio/tr_10125_tr098087.wav,ጠጁን ኰመኰመ ኰመኰመ ና ሚስቱን ሲያሰቃያት አደረ,4.22,SPK01
audio/tr_10126_tr098088.wav,ድንቹ በደንብ ስለተኰተኰተ በጥሩ ሁኔታ ኰረተ,3.97,SPK01
audio/tr_10127_tr098089.wav,በድህነቱ ላይ ይህ ክፉ በሽታ ስለያዘው ሰውነቱ በጣም ኰሰሰ,4.48,SPK01
audio/tr_10128_tr098090.wav,በለጠች የበየነ የበኩር ልጅ ነች,3.20,SPK01
audio/tr_10129_tr098091.wav,የቆላ ቁስል ና ቁርጥማት በጣም አሰቃቂ በሽታዎች ናቸው,4.10,SPK01
audio/tr_10130_tr098092.wav,ባድመ ላይ ያለቀው የኤርትራ ወታደር ስፍር ቁጥር የለውም,3.97,SPK01
audio/tr_10131_tr098093.wav,እንዲያ መሬት አይንካኝ ይል የነበረ ሰው በድንገት ቆረቆዘ አይደል,4.48,SPK01
audio/tr_10132_tr098094.wav,በሩን እንዲህ በሀይል አታንኳኲ ብዬሽ አልነበር እንዴ,4.35,SPK01
audio/tr_10133_tr098095.wav,ጣትሽን አንቋቂውም አታንቋቂውም ማንም አላየሽም,3.97,SPK01
audio/tr_10134_tr098096.wav,በጣም ስለሚወደው የመኮንን ወንድም መኮንንን መኳ ነው የሚለው,4.35,SPK01
audio/tr_10135_tr098097.wav,ኢትዮጵያ ሀገራችን መኩሪያችን ናት,3.33,SPK01
audio/tr_10136_tr098098.wav,ወደ ጂጂጋ በሚወስደው መንገድ ላይ ብዙምስጥ ስላለኩ ይሳ ይበዛል,4.74,SPK01
audio/tr_10137_tr098099.wav,ፖሊሱ እስረኞቹን ቆጠረ,3.07,SPK01
audio/tr_10138_tr098100.wav,ታፈሰ ልብሱን ሲያጥብ ቆየ,3.33,SPK01
audio/tr_10139_tr098101.wav,እንስራው ተሸነቆረ,2.56,SPK01
audio/tr_1013_tr11014.wav,ሶስተኛ የመታገያ ብሄራዊ ጉዳያችንን አስለይቶናል,5.89,SPK01
audio/tr_10140_tr098102.wav,ሰውዬው ባለቤቱን እንቋ ነው የሚላት,3.71,SPK01
audio/tr_10141_tr098103.wav,ለመሆኑ የቁንጅና መለኪያው ምንድነው,2.69,SPK01
audio/tr_10142_tr098104.wav,ትንሹ ልጅ እንጀራ በዶሮ ወጥ ከበላ በኋላ አፉን በደም ብተጉ መጠመጠ,4.86,SPK01
audio/tr_10143_tr098105.wav,እጀጐልዳ ፋው ሰውዬ መጻፍ አይችልም,3.07,SPK01
audio/tr_10144_tr098106.wav,ተድላ በልጅነቱ ቆረበ,3.20,SPK01
audio/tr_10145_tr098107.wav,ወይዘሮ ባፋና በእንጉርጉሯቸው የታወቁ ናቸው,3.71,SPK01
audio/tr_10146_tr098108.wav,ሰውዬው ሚስቱን በጣም እንደሚወዳት በለሆሳስ ነገራት,4.61,SPK01
audio/tr_10147_tr098109.wav,ዛሬ የበላናት ቀይ ወጥ ሁርጥ ያለችናት,3.84,SPK01
audio/tr_10148_tr098110.wav,አበበ ለዶክተሩ ሁለመናዬን ነው የሚያመኝ ብሎ ነገረው,4.22,SPK01
audio/tr_10149_tr098111.wav,የቻይና ህዝብ ሁልቆ መሳፍርት የለውም,3.07,SPK01
audio/tr_1014_tr11015.wav,የኢትዮጵያ ቡድን ወደ ኒጀር ተጓዘ,3.71,SPK01
audio/tr_10150_tr098112.wav,ዘነበች ሰራተኛዋን አታንጓጉ ብላ ተቆጣቻት,5.12,SPK01
audio/tr_10151_tr098113.wav,ትግስት እህቷን ስትጓጉ ክረሚ እንጂ የኔን አይነት ሀብል አይገዛልሽም አለቻት,5.89,SPK01
audio/tr_10152_tr098114.wav,አንቺ ልጅ ያየሽውን ነገር ሁሉ ለማግኘት አትጓጉ,4.10,SPK01
audio/tr_10153_tr098115.wav,ኢትዮጵያ ክርስትናን የተቀበለችው በዛጔ ስርወ መንግስት ነው,4.22,SPK01
audio/tr_10154_tr098116.wav,መጋቢ ብሉይ ተክለ ማሪያም የተወለዱት ዳጔ ነው,3.97,SPK01
audio/tr_10155_tr098117.wav,አሊ በረሀብ ኩርምት ብሏል,3.07,SPK01
audio/tr_10156_tr098118.wav,የሰርጉ ወጥ ኩችም ተደርጐ ነው የተሰራው,3.58,SPK01
audio/tr_10157_tr098119.wav,መምሩ እንዳስተማሩት ከሆነ ህጻናቶች ምንም ኩነኔ የለባቸውም,4.61,SPK01
audio/tr_10158_tr098120.wav,ስትመለሺ በሩን አንኳኲ,2.94,SPK01
audio/tr_10159_tr099001.wav,የቡና ግዢና ሽያጭ ድርጅት ሰራተኞች ተባረሩ,4.86,SPK01
audio/tr_1015_tr11016.wav,ቦምብ ሀያ ስምንት ተማሪዎችን አቆሰለ,4.48,SPK01
audio/tr_10160_tr099002.wav,የአድማው ተባባሪ የተባሉት ተባረሩ,3.71,SPK01
audio/tr_10161_tr099003.wav,ፖሊሶቹ ጉዳት ደረሰባቸው በአዲስ አበባ የሚገኘው የኤርትራ ኤምባሲ በትላንቱ እለት ተደበደበ,6.40,SPK01
audio/tr_10162_tr099004.wav,ለ እኛ ደግሞ ፕሮግራማችን ንና አጀንዳ ችንን ወያኔ አይወስ ን ልን ም,5.50,SPK01
audio/tr_10164_tr099006.wav,እስካሁን ያለው የደብሩ ክህነትና የአካባቢው ምእመናን ጥንካሬና አቋም ግን ተደንቋል,6.53,SPK01
audio/tr_10165_tr099007.wav,እንደገና ደግሞ በዚያው ሰሞን የሚያርሱበት ከብት አጥተው ብዙዎች በረሀብ አለቁ የተቀሩትም ይሰደዱ ጀመር,6.91,SPK01
audio/tr_10166_tr099008.wav,ጥቁር ውሀን ተሻግረን አዋሳ ስንገባ ለፖሊሶቹ የእንኳን ደህና መጣችሁ አቀባበል ተደረገላቸው,6.14,SPK01
audio/tr_10167_tr099009.wav,ዶክተር ሪያክ ማቻር የሱዳንን መንግስት ትእዛዝ መቃወማቸው ተገለጠ,4.74,SPK01
audio/tr_10168_tr099010.wav,ሩስያ የኢትዮጵያን እዳ ስረዛ በመሰረተ ሀሳብ ተስማማች,4.22,SPK01
audio/tr_10169_tr099011.wav,ኢትዮጵያ ምራሷን ለመከላከልና ጸጥታዋን ለማስከበር መብት እንዳላት እንደሚረዱ አስታወቁ,6.02,SPK01
audio/tr_10170_tr099012.wav,የኤርትራ የአገር ግዛት ሚኒስቴር መሀመድ ሸሪፎ በፕሬዝዳንት ኢሳያስ ትእዛዝ ከስራቸው መባረራቸውን አመኑ,8.19,SPK01
audio/tr_10171_tr099013.wav,ባለሙያዎቹ በተጨማሪም እነዚህ ዲቃሎች የኢኮሎጂ መዛባት ሊያስከትሉ እንደሚችሉም አክለው ገልጸዋል,7.30,SPK01
audio/tr_10172_tr099014.wav,ግምገማው ሲጀምር የሚያተኩርባቸው ጉዳዮች ብሎ የተነሳባቸው አራት ነጥቦች ጥገኝነት ጸረ ዲሞክራሲ ትምክህተኝነትና ጠባብነት ነበሩ,9.98,SPK01
audio/tr_10173_tr099015.wav,ኒክ ሮማን እንደሚሉት የማእድን ፍለጋ ጂኦሎጂስቶች ዝሆን ማደን ከፈለክ ወደ ዝሆን ሀገር ሂድ ይላሉ,7.55,SPK01
audio/tr_10174_tr099016.wav,በደቡብ ክልል በጌዲኦ ዞን የዲላ ኮሌጅና የዲላ ጤና ሳይንስ ኮሌጅ ተማሪዎች ትምህርታቸውን እንዳቋረጡ ናቸው,7.55,SPK01
