file_name,transcription,duration,speaker
audio/tr_10014_tr097096.wav,የተፈራ አተር ቀድሞ ስለ ተዘራ ተ ሎ ጐመራ,4.86,SPK01
audio/tr_10015_tr097097.wav,ባልቻ ጐበዝ ተማሪ ስለሆነ ተሸላሚ እንዲሆን የ ትምህርት ማህበረሰብ በ አንድነት ወሰኑ,7.68,SPK01
audio/tr_10016_tr097098.wav,በ ና ዝሪ ት ከተማ ውስጥ ከሚገኙ ት ቤቶች ሁሉ ጉል ሁ የ ኡመር ቤት ነው,6.91,SPK01
audio/tr_10017_tr097099.wav,ጐስቋላ ው ዳም ጤ ሎተሪ ደረሰው,3.84,SPK01
audio/tr_10018_tr097100.wav,ከበደ ፈረሱ ን ለ ጐመ,3.20,SPK01
audio/tr_10019_tr097101.wav,ትንሽ ልጅ እንጀራ በ ዶሮ ወጥ ከ በላ በኋላ አፉ ን በ ደም ብ ተጉ መጠመጠ,6.53,SPK01
audio/tr_1001_tr11002.wav,ስዊድን ከ ኢትዮጵያ ጋር ያላትን ግንኙነት አስመልክቶ አዲስ የ ትብብር ስልት መነደፉ ን አምባሳደሩ ገልጸዋል,9.34,SPK01
audio/tr_10020_tr097102.wav,ገንፎ ብዙ ጊዜ የሚ በላው በ ጐድጓዳ ሳ ህን ነው,4.61,SPK01
audio/tr_10021_tr097103.wav,አበራሽ የ ሰፈሩ ነገር ቆስቋሽ መሆኗ የ ታወቀ ነው,5.12,SPK01
audio/tr_10022_tr097104.wav,ቤዛ ጐረ መሰ መሰለኝ ትዛዝ አል ቀበል ም አለ,3.58,SPK01
audio/tr_10023_tr097105.wav,እጀ ጐልዳ ፋው ሰው ዬ መጻፍ አይችልም,3.58,SPK01
audio/tr_10024_tr097106.wav,ተድላ በልጅነ ቱ ቆረ በ,3.33,SPK01
audio/tr_10025_tr097107.wav,ወይዘሮ ባ ፋና በ እን ጉር ጉ ሯቸው የ ታወቁ ናቸው,4.99,SPK01
audio/tr_10026_tr097108.wav,ሰውዬው ሚስቱ ን በጣም እንደሚ ወድ በ ለ ሆሳ ስ ነገራት,5.63,SPK01
audio/tr_10027_tr097109.wav,ዛሬ የ በላ ና ት ቀይ ወጥ ሁ ርጥ ያለች ና ት,4.35,SPK01
audio/tr_10028_tr097110.wav,አ በ በ ለ ዶክተሩ ሁለመና ዬን ነው የሚያመ ኝ ብሎ ነገረው,4.61,SPK01
audio/tr_10029_tr097111.wav,የ ቻይና ህዝብ ሁ ልቆ መሳፍርት የ ለውም,3.33,SPK01
audio/tr_10030_tr097112.wav,ዘነበ ች ሰራተኛዋ ን አታ ን ጓጉ ብላ ተቆጣ ቻት,4.61,SPK01
audio/tr_10031_tr097113.wav,ት ግስት እህቷ ን ስት ጓጉ ክረ ሚ እንጂ የኔ ን አይነት ሀብል አይገዛ ልሽ ም አለ ቻት,7.81,SPK01
audio/tr_10032_tr097114.wav,አንቺ ልጅ ያ የ ሽውን ነገር ሁሉ ለ ማግኘት አት ጓጉ,4.74,SPK01
audio/tr_10033_tr097115.wav,ኢትዮጵያ ክርስትና ን የ ተቀበለችው በዛ ጔ ስረ ወ መንግስት ነው,5.25,SPK01
audio/tr_10034_tr097116.wav,መጋቢ ብሉይ ተክለ ማሪያም የተወለዱ ት ዳ ጔ ነው,5.76,SPK01
audio/tr_10035_tr097117.wav,አሊ በ ረሀብ ኩ ርምት ብሏል,3.58,SPK01
audio/tr_10036_tr097118.wav,የ ሰርጉ ወጥ ኩ ችም ተደርጐ ነው የ ተሰራው,3.33,SPK01
audio/tr_10037_tr097119.wav,መ ምሩ እንዳስ ተማሩት ከሆነ ህጻናቶች ም ንም ኩነኔ የ ለ ባቸውም,7.17,SPK01
audio/tr_10038_tr097120.wav,ስ ትመለ ሺ በሩን አንኳ ኲ,3.20,SPK01
audio/tr_10039_tr098001.wav,በ መጀመሪያ ደረጃ ወራሪ ሆኖ የ ኢትዮጵያ ግዛት ን መያዙ ን አምኖ ለ መውጣት ተስማም ቷል,5.50,SPK01
audio/tr_1003_tr11004.wav,መለፍለፍ ራሱ ዲሞክራሲያዊ መብት ነው,4.74,SPK01
audio/tr_10040_tr098002.wav,መለስ ና ኢሳያስ ማስጠንቀቂያ ደረሳቸው,3.71,SPK01
audio/tr_10041_tr098003.wav,የኤርትራ ባንዲራ ይውረድ ተብሎ ኤምባሲ ተደበደበ,4.10,SPK01
audio/tr_10042_tr098004.wav,ኢትዮጵያ ን መብት እንደሌላ ት አድርገው ለማቅረብ ሞክረ ዋል,3.46,SPK01
audio/tr_10043_tr098005.wav,የ ጋና ው ፕሬዚዳንት ኢትዮጵያ ና ኤርትራ የ ድንበር ው ዝግባ ቸውን በ ሰላም እንዲ ፈቱ ጥሪ ማቅረባቸው ተገለጠ,5.50,SPK01
audio/tr_10044_tr098006.wav,እሳት አደጋዎች በተ ጠንቀቅ ላይ ናቸው,2.82,SPK01
audio/tr_10045_tr098007.wav,በ አሁኑ ሰአት የቤተ ክርስቲያን ሊቃውንት እንዴት እንደ ተ ና ቁና እንደ ተጠሉ ም ሳይ ናገሩ አ ላለፉ ም,6.27,SPK01
audio/tr_10046_tr098008.wav,ጠዋት የ ጀመርነው ጉዞ የ አዲስ አባ ና የ ኦሮሚያ ክልሎች ን በ ማገባደድ ጥቁር ውሀ ላይ ደረሰ,5.38,SPK01
audio/tr_10047_tr098009.wav,አንድ የመንግስት መላክ ተኛ እንኳ ን ንግስተ ነገስቱ ን ያገሩ ን ህዝብ ሊ ያከብሩ ይገባል እንጂ ትናንት እንደ ሰራኸው ያለ ሊ ሰራ አይገባም,7.42,SPK01
audio/tr_10048_tr098010.wav,በ አገሪቱ ደረጃ የ ባንኩ ቋሚ ና ተንቀሳቃሽ ንብረቶች ያሉበት ን ሁኔታ መገምገም ና ተያያዥ ስራዎች ን ማከናወን በ ሶስተኛነት የ ተጠቀሰ አላማ ነው,8.58,SPK01
audio/tr_10049_tr098011.wav,ሁሴን አይዲድ ወንጀለኛ ናቸው ኢትዮጵያ ጸጥታ ዋን የ ማስከበር መብት አላ ት,4.48,SPK01
audio/tr_10050_tr098012.wav,መናገራቸው ን ምንጮቹ አስረድ ተዋል,3.84,SPK01
audio/tr_10051_tr098013.wav,ኤርትራ ሚግ ሀያ አንድ ገዛ ች,4.10,SPK01
audio/tr_10052_tr098014.wav,በ ጉንፋን የ ዘገዩ ት አንቶኒ ሌክ ሀሙስ አዲስ አበባ ይገባ ሉ,4.10,SPK01
audio/tr_10054_tr098016.wav,ኮሌጆቹ በ መዘጋታቸው ምክንያት አብዛኞቹ ተማሪዎች ወደ የ መጡበት ተ መልሰዋል,4.61,SPK01
audio/tr_10055_tr098017.wav,ተባባሪ መንገደኞች ም ይህን ይናገሩ ታል,2.94,SPK01
audio/tr_10056_tr098018.wav,የ ኢትዮጵያ የ ህግ ባለሙያ ሴቶች ማህበር ክስ መሰረተ,3.33,SPK01
audio/tr_10057_tr098019.wav,የ ጣቢያው ንም ሀላፊዎች ስን ጠይቅ እኛ የ እናንተ ጉዳይ አያገባ ንም ብለው ናል,4.74,SPK01
audio/tr_10058_tr098020.wav,ወደ ኬንያ የ ኮበለሉ ት ሁለት አስር አለቃ ና አምስት ወታደሮች ናቸው ተ ባለ,4.99,SPK01
audio/tr_10059_tr098021.wav,አንዳንዶች ጋዜጠኞች ለ ኢትዮጵያውያ ን በ ውን አስቸጋሪ ሆነዋል,4.48,SPK01
audio/tr_1005_tr11006.wav,የ ኤርትራውያን ቤት ነዋሪው ን ህብረተሰብ እያ ፋጀ ነው,7.17,SPK01
audio/tr_10060_tr098022.wav,እኛ እንደ ውም የኤርትራ መንግስት ም ምርኮኛ አድርጐ የ ያዛቸው ን ኢትዮጵያውያ ን ን እንዲ ለቅ እን ጠይቃ ለ ን ሲሉ ገልጿ ል,5.89,SPK01
audio/tr_10061_tr098023.wav,ፕሮፌሰር አስራት ተሽ ሏቸው ከ ሆስፒታል ወጡ,2.82,SPK01
audio/tr_10062_tr098024.wav,በደሴ ከተማ አስራ ስድስት ሱቆች ን ያቃጠ ለ ችው ኤርትራዊ ት ተያዘች,5.89,SPK01
audio/tr_10063_tr098025.wav,ጣሊያን ሄሊኮፍተሮች እንድታ ዋጣ ተ ጠየቀች,3.20,SPK01
audio/tr_10064_tr098026.wav,ሻእቢያ ዜጐች ን ኢትዮጵያዊ እ ያሰኘ የ ፈጸመው ኢኮኖሚያዊ ምዝበራ ተጋለጠ,4.61,SPK01
audio/tr_10065_tr098027.wav,ዶክተር በየነ ጴጥሮስ ገልጸዋል,2.43,SPK01
audio/tr_10066_tr098028.wav,የ ኢንቨስትመንት አዋጁ ፖስታ ና ቴሌ ን ለ ባለ ሀብቶች መልቀቅ አለ በት,4.48,SPK01
audio/tr_10067_tr098029.wav,ጥያቄ ያችን ጆንያ ሙሉ ነው,2.18,SPK01
audio/tr_10068_tr098030.wav,ይሁን እንጂ የዚህ ችን ሀገር ፖለቲካ ከሚያ ሾሩ ት ሰባት ሰዎች መካከል አንዱ ናቸው,4.74,SPK01
audio/tr_10069_tr098031.wav,ለ ኢትዮጵያ ብሄራዊ ቡድን ሶስት ጊዜያዊ አሰልጣኞች ተመረጡ,3.58,SPK01
audio/tr_1006_tr11007.wav,በ እ ስቱትጋርት ወደ ትግራይ ያንጋደደ ውን የ ልማት ስራ ኢትዮጵያ ን ን አከራ ከረ,7.30,SPK01
audio/tr_10070_tr098032.wav,በ ኢትዮጵያ ውስጥ ላለ ው ስልሳ ሚሊዮን ህዝብ በ ሀገሪቱ ውስጥ ያሉት ሳይ ካይ ትሪ ስቶች ብዛት አስር ብቻ መሆኑ ም ተ ገልጿ ል,6.14,SPK01
audio/tr_10071_tr098033.wav,በ ዚሁ ምክንያት ሻቢያ ከ ኢትዮጵያ የሚ ያገኘው ጥቅም ተቋርጦ በታል,3.84,SPK01
audio/tr_10072_tr098034.wav,በ ኢትዮ ኬንያ ድንበር ሁለት መቶ ሰዎች ሞቱ,3.07,SPK01
audio/tr_10073_tr098035.wav,ኢትዮጵያዊ ው በላይ ተክሉ ኢትኦጵ ን አሳ ሰሩ,2.82,SPK01
audio/tr_10074_tr098036.wav,የ አይዲድ ቀኝ እጅ ትናንት ተገደሉ,2.82,SPK01
audio/tr_10075_tr098037.wav,አብደላ እድሪስ ወደ ግብጽ እንዳይ ገቡ ታገዱ,3.71,SPK01
audio/tr_10076_tr098038.wav,ጭ ረ ታቸውን እንደ ያዙ ወደማ ሳቸው ሄዱ,2.82,SPK01
audio/tr_10077_tr098039.wav,ኢትዮጵያዊ ተመራማሪ የ ፕሪንስ ክሎስ ሽልማት ን አገኘ,4.10,SPK01
audio/tr_10078_tr098040.wav,ሆቴል ም እንደ ገባሁ ስማቸው ን አጠና ያደረግ ነውን ውይይት ም አስብ ነበር,4.74,SPK01
audio/tr_10079_tr098041.wav,ግን ችሎታው የ ሌላቸው ተጫዋቾች ም ችሎታቸው ሊ ዳብር ና ጥሩ ሊሆን እንደሚ ችል አይ ታወቅ ም,5.25,SPK01
audio/tr_10080_tr098042.wav,ፌዴሬሽኖች ባለሙያዎች ን መንከባከብ ይጠበቅ ባቸዋል,3.71,SPK01
audio/tr_10081_tr098043.wav,ተጫዋቾች እንደሚ ሉት ቀደም ሲል ስፖርት ኮሚቴው ቃል እንደ ገቡ ላቸው ቃላቸው ን እንዳል ጠበቁ አጫው ተውናል,6.53,SPK01
audio/tr_10082_tr098044.wav,በገና ለ ገና ስሜት ካ ማረው ጉዟቸው ሊ ደናቀፉ አይገባም,3.71,SPK01
audio/tr_10083_tr098045.wav,ይህም እግር ኳስ ተጫዋች ሊያ ደርገኝ ችሏል,2.94,SPK01
audio/tr_10084_tr098046.wav,የ ኢትዮጵያ ስፖርት ጋዜጠኞች ማህበር መተዳደሪያ ደንቡ ን አ ጸደቀ,4.10,SPK01
audio/tr_10085_tr098047.wav,ደጋፊው ለ ውድድሩ ትኩረት ካደረገ ገቢ ያገኛ ል,3.20,SPK01
audio/tr_10086_tr098048.wav,ሰልጣኞቹ በ መግባባት በኩል ችግር እንዳል ገጠማቸው ታውቋል,4.10,SPK01
audio/tr_10087_tr098049.wav,በ እለቱ ጥቁር ማሊያ አድርገው የ ገቡት ዩናይት ዶች ልክ እንደ ማሊያው ጠቁ ረው ነበር የ ወጡት,5.12,SPK01
audio/tr_10088_tr098050.wav,ከ የክልሉ ጥሩ ጥሩ ተጨዋቾች ናቸው ብለው ያመኑ ባቸውን አሰባ ስበዋል,5.25,SPK01
audio/tr_10089_tr098051.wav,አቶ ደምስ ማ ንም እንደሚ ያውቀው በ ኢትዮጵያ ፉትቦል ፌዴሬሽን ና በ ክልል አስራ አራት ፉትቦል ፌዴሬሽን መካከል አለመግባባቶች ነበሩ,6.91,SPK01
audio/tr_1008_tr11009.wav,የ ኮሪያ ወታደራዊ ጠበብ ት ኢትዮጵያ ን ን እየ ረዱ ነው,6.02,SPK01
audio/tr_10090_tr098052.wav,የ ኢትዮጵያ ኦሎምፒክ ኮሚቴ ጽፈት ቤት ጉዳዩ ን አስመልክቶ በ የ አድራሻቸው ደብዳቤ ጽፏል,5.12,SPK01
audio/tr_10091_tr098053.wav,ከዚህ ሌላ ሌይስተር ኤቨርተን ን ሁለት ለ ዜሮ ኖቲንግሀም ፎሬስት ኮቬንትሪ ን አንድ ለ ዜሮ አሸንፈ ዋል,7.81,SPK01
audio/tr_10092_tr098054.wav,ዚዳን ሉ ፒ ጁቬ ን ስለሚ ለቁ እርሳቸው ን ሊ ከተል ነው የ ሚባለው ን አስ ተባብሎ በ ጣልያን ለ መጫወት ፍላጐት እንደሌለ ው ና እንግሊዝ ን እንደሚ መርጥ ተናግ ሯል,9.60,SPK01
audio/tr_10093_tr098055.wav,ኢዴፓ የ ተቃዋሚዎች ን ህብረት ይቃወ ማል,3.20,SPK01
audio/tr_10094_tr098056.wav,ባሬንቱ በ ኢትዮጵያ ሰራዊት ቁጥጥር ስር ሆነች,3.71,SPK01
audio/tr_10095_tr098057.wav,መለስ እና ኢሳያስ እርስ በ ርሳቸው ከ ቢሮ አቸው የሚ ወገዱ በትን መንገድ እየ ፈለጉ ናቸው,5.76,SPK01
audio/tr_10096_tr098058.wav,ሶማሊያ ዎች ጠቅላይ ሚኒስትር መለስ ን አስ ጠንቀቁ,4.99,SPK01
audio/tr_10097_tr098059.wav,የ ኢትዮጵያ ቴሌኮሚኒኬሽን የውጭ ኢንቨስተሮች ከ ኮርፖሬሽኑ ጋር ሼር እንዲ ገቡ ጋበዘ,5.63,SPK01
audio/tr_10098_tr098060.wav,ይህም አጋጣሚ ህዝቡ እሳቸው ን እሳቸው ደግሞ ህዝቡ ን እንዲ ያውቁት ያደርጋል,4.48,SPK01
audio/tr_10099_tr098061.wav,ልኡኩ ከ ሩሲያ የውጭ ጉዳይ ሚኒስቴር ባለስልጣናት ጋር እንደሚ ገናኝ ም ታውቋል,5.25,SPK01
audio/tr_1009_tr11010.wav,በ ነገራችን ላይ ካናዳ ም እንዲ ሁ እንደ አሜሪካን ና ት,6.14,SPK01
audio/tr_10100_tr098062.wav,የ ጅማ ሻሸመኔ ጐባ ከተማዎች እንደ ገና በ አባይ ጸሀዬ ሊ ዋቀሩ ነው,5.63,SPK01
audio/tr_10101_tr098063.wav,የ ልኡካን ቡድኑ የውጭ ባንኮች አቅም እንደሚ ጠናከር የሚ ያስረዳ ማስረጃዎች ን ለማቅረብ መዘጋጀታቸው ተጠቁ ሟል,7.81,SPK01
audio/tr_10102_tr098064.wav,በ ህገ ወጥ መንገድ ኤርትራዊ ቷን ከ ኢትዮጵያ ያስወጣ ው ጀርመናዊ በ ቁጥጥር ስር ዋ ለ,5.25,SPK01
audio/tr_10103_tr098065.wav,አዋሽ ኢንሹራንስ በ ጅማ ስድስተኛ ቅርንጫፍ ከፈተ,3.84,SPK01
audio/tr_10104_tr098066.wav,አዳማ ና ዝሪ ት የ ኦሮሚያ ዋ ና ከተማ ሆነች,3.58,SPK01
audio/tr_10105_tr098067.wav,የተባረሩ ኤርትራውያን ድርጅታቸው ተ ሸጦ ወኪሎ ቻቸው ከ አገር እንዲ ወጡ ተወሰነ,5.25,SPK01
audio/tr_10106_tr098068.wav,ወዲያ ው ከ ታላቅ ወንድማቸው ከ ስዬ ጋር ማውራት ጀመሩ,3.97,SPK01
audio/tr_10107_tr098069.wav,ከ ሄጉ የ ድንበር ኮሚሽን ውሳኔ በኋላ የ ኢትዮጵያ ባለስልጣናት ስራ በዝቶ ባቸው መሰንበቱ ን ቅርበት ያ ላቸው ምንጮች ገለጹ,7.94,SPK01
audio/tr_10108_tr098070.wav,የ ኢትዮጵያ ፕራይቬታይዜሽ ን ኤጀንሲ ባለፈው ሳምንት የመንግስት የ ልማት ተቋማትን ለ ሽያጭ አቀረ በ,6.02,SPK01
audio/tr_10109_tr098071.wav,አሜሪካ የምት ደግፈው ኢትዮጵያ ን ነው ብለዋል,3.84,SPK01
audio/tr_10110_tr098072.wav,ዛሬ ነገሩ ሁሉ ተገለባብ ጧል,3.07,SPK01
audio/tr_10111_tr098073.wav,እንደ ረፋድ ገበያ የተ ሟሟቀ ነው,3.20,SPK01
audio/tr_10112_tr098074.wav,እንደ ኔው የመጣ አንድ ኢትዮጵያዊ አገኘሁ,3.71,SPK01
audio/tr_10113_tr098075.wav,ተፈናቃዮች ን ማስተናገዱ ና ለ አዲሱ ኑሮ አቸው ማዘጋጀቱ ለ ሻእቢያ ተጨማሪ የ ቤት ስራ ብቻ ሳይሆን ተጨማሪ የ ራስ ምታት ም ነው,7.68,SPK01
audio/tr_10114_tr098076.wav,አጼ ዮሀንስ ለእንግሊዟ ንግስት የ ጻፉት ደብዳቤ ከ ሌሎቹ ለ የ ት ያለ ነበር,5.25,SPK01
audio/tr_10115_tr098077.wav,በዚህ ስያሜ ማናችን ም ባን ደሰት ም ካለ ው ሀቅ አንጻር ደግሞ የተገባ እርምጃ ነው,5.89,SPK01
audio/tr_10116_tr098078.wav,የ ራዲዮ የ ስርጭት ሰአት እንዲ ራዘም ና አዳዲስ ፕሮግራሞች ም እንዲ ከፈቱ ተደርጓል,6.14,SPK01
audio/tr_10117_tr098079.wav,የ ወናጐ ተፈናቃዮች ንም እንደ ሌሎቹ ቃኝ ቻለሁ,4.10,SPK01
audio/tr_10118_tr098080.wav,ኢሳይያስ አፈወርቂ ኢትዮጵያ ና ኢትዮጵያ ም ያሳደገ ቻቸው መሆናቸው እውነት ነው,4.99,SPK01
audio/tr_10119_tr098081.wav,ጸረ ኢትዮጵያ ና ጸረ አንድነት ቡድኖች ይህን ሊ ገነዘቡ ት ይገባል,4.48,SPK01
audio/tr_1011_tr11012.wav,የ ሄዱት አንዴ ሄደ ዋል ጠፍ ተዋል ሞ ተዋል,4.48,SPK01
audio/tr_10120_tr098082.wav,በ ብዙ ሺዎች የሚ ቆጠሩት ከ አገር ተሰደዱ,4.22,SPK01
audio/tr_10121_tr098083.wav,እንደ ሩሲያ ቻይና ሩማንያ ቡልጋሪያ ና ዩክሬን ያሉ አገሮች ለ ሁለቱ ም ወገኖች የ ጦር መሳሪያ አቅርበ ዋል,7.17,SPK01
audio/tr_10122_tr098084.wav,የተባለ ውን የሚያደርገው ም በዚህ ምክንያት ነው,3.58,SPK01
audio/tr_10123_tr098085.wav,ሸክላ ሰሪዋ አ ለሚ ቱ በ ጉልቻ ስራዋ የታወቀች ነች,4.10,SPK01
audio/tr_10124_tr098086.wav,አብዱ አስፋልቱ ላይ የ ኰለኰ ለ ው ድንጋይ መኪና አላ ሳልፍ አለ,4.74,SPK01
audio/tr_10125_tr098087.wav,ጠጁ ን ኰ መኰ መ ኰ መኰ መ ና ሚስቱ ን ሲ ያሰቃ ያት አደረ,4.22,SPK01
audio/tr_10126_tr098088.wav,ድንቹ በ ደንብ ስለተኰተኰተ በ ጥሩ ሁኔታ ኰረተ,3.97,SPK01
audio/tr_10127_tr098089.wav,በ ድህነቱ ላይ ይህ ክፉ በሽታ ስለ ያዘው ሰውነቱ በጣም ኰ ሰሰ,4.48,SPK01
audio/tr_10128_tr098090.wav,በለጠ ች የ በየነ የ በኩር ልጅ ነች,3.20,SPK01
audio/tr_10129_tr098091.wav,የ ቆላ ቁስል ና ቁርጥ ማት በጣም አሰቃቂ በሽታዎች ናቸው,4.10,SPK01
audio/tr_10130_tr098092.wav,ባድመ ላይ ያለቀው የኤርትራ ወታደር ስፍር ቁጥር የ ለውም,3.97,SPK01
audio/tr_10131_tr098093.wav,እንዲያ መሬት አይ ን ካ ኝ ይል የነበረ ሰው በ ድንገት ቆረቆዘ አይደል,4.48,SPK01
audio/tr_10132_tr098094.wav,በሩን እንዲ ህ በ ሀይል አታንኳኲ ብዬ ሽ አልነበር እንዴ,4.35,SPK01
audio/tr_10133_tr098095.wav,ጣት ሽን አን ቋ ቂው ም አታንቋቂ ውም ማ ንም አላ የ ሽም,3.97,SPK01
audio/tr_10134_tr098096.wav,በጣም ስለሚ ወደው የ መኮንን ወንድም መኮንን ን መኳ ነው የሚለው,4.35,SPK01
audio/tr_10135_tr098097.wav,ኢትዮጵያ ሀገራችን መኩሪያ ችን ና ት,3.33,SPK01
audio/tr_10136_tr098098.wav,ወደ ጂጂጋ በሚ ወስደው መንገድ ላይ ብዙ ም ስጥ ስላለ ኩ ይሳ ይበዛ ል,4.74,SPK01
audio/tr_10137_tr098099.wav,ፖሊሱ እስረኞቹ ን ቆጠረ,3.07,SPK01
audio/tr_10138_tr098100.wav,ታፈሰ ልብሱ ን ሲያ ጥብ ቆየ,3.33,SPK01
audio/tr_10139_tr098101.wav,እንስራ ው ተ ሸነቆረ,2.56,SPK01
audio/tr_1013_tr11014.wav,ሶስተኛ የ መታገያ ብሄራዊ ጉዳያችን ን አስ ለይቶ ናል,5.89,SPK01
audio/tr_10140_tr098102.wav,ሰውዬው ባለቤቱ ን እን ቋ ነው የሚ ላት,3.71,SPK01
audio/tr_10141_tr098103.wav,ለ መሆኑ የ ቁንጅና መለኪያ ው ምንድነው,2.69,SPK01
audio/tr_10142_tr098104.wav,ትንሹ ልጅ እንጀራ በ ዶሮ ወጥ ከ በላ በኋላ አፉ ን በ ደም ብ ተጉ መጠመጠ,4.86,SPK01
audio/tr_10143_tr098105.wav,እጀ ጐልዳ ፋው ሰው ዬ መጻፍ አይችልም,3.07,SPK01
audio/tr_10144_tr098106.wav,ተድላ በልጅነ ቱ ቆረ በ,3.20,SPK01
audio/tr_10145_tr098107.wav,ወይዘሮ ባ ፋና በ እን ጉር ጉ ሯቸው የ ታወቁ ናቸው,3.71,SPK01
audio/tr_10146_tr098108.wav,ሰውዬው ሚስቱ ን በጣም እንደሚ ወዳት በ ለ ሆሳ ስ ነገራት,4.61,SPK01
audio/tr_10147_tr098109.wav,ዛሬ የ በላ ና ት ቀይ ወጥ ሁ ርጥ ያለች ና ት,3.84,SPK01
audio/tr_10148_tr098110.wav,አ በ በ ለ ዶክተሩ ሁለመና ዬን ነው የሚያመ ኝ ብሎ ነገረው,4.22,SPK01
audio/tr_10149_tr098111.wav,የ ቻይና ህዝብ ሁ ልቆ መሳፍርት የ ለውም,3.07,SPK01
audio/tr_1014_tr11015.wav,የ ኢትዮጵያ ቡድን ወደ ኒጀር ተጓዘ,3.71,SPK01
audio/tr_10150_tr098112.wav,ዘነበ ች ሰራተኛዋ ን አታ ን ጓጉ ብላ ተቆጣ ቻት,5.12,SPK01
audio/tr_10151_tr098113.wav,ት ግስት እህቷ ን ስት ጓጉ ክረ ሚ እንጂ የኔ ን አይነት ሀብል አይገዛ ልሽ ም አለ ቻት,5.89,SPK01
audio/tr_10152_tr098114.wav,አንቺ ልጅ ያ የ ሽውን ነገር ሁሉ ለ ማግኘት አት ጓጉ,4.10,SPK01
audio/tr_10153_tr098115.wav,ኢትዮጵያ ክርስትና ን የ ተቀበለችው በዛ ጔ ስርወ መንግስት ነው,4.22,SPK01
audio/tr_10154_tr098116.wav,መጋቢ ብሉይ ተክለ ማሪያም የተወለዱ ት ዳ ጔ ነው,3.97,SPK01
audio/tr_10155_tr098117.wav,አሊ በ ረሀብ ኩ ርምት ብሏል,3.07,SPK01
audio/tr_10156_tr098118.wav,የ ሰርጉ ወጥ ኩ ችም ተደርጐ ነው የ ተሰራው,3.58,SPK01
audio/tr_10157_tr098119.wav,መ ምሩ እንዳስ ተማሩት ከሆነ ህጻናቶች ም ንም ኩነኔ የ ለ ባቸውም,4.61,SPK01
audio/tr_10158_tr098120.wav,ስ ትመለ ሺ በሩን አንኳ ኲ,2.94,SPK01
audio/tr_10159_tr099001.wav,የ ቡና ግዢ ና ሽያጭ ድርጅት ሰራተኞች ተባረሩ,4.86,SPK01
audio/tr_1015_tr11016.wav,ቦምብ ሀያ ስምንት ተማሪዎች ን አ ቆሰለ,4.48,SPK01
audio/tr_10160_tr099002.wav,የ አድማው ተባባሪ የተባሉት ተባረሩ,3.71,SPK01
audio/tr_10161_tr099003.wav,ፖሊሶቹ ጉዳት ደረሰባቸው በ አዲስ አበባ የ ሚገኘው የኤርትራ ኤምባሲ በ ትላንቱ እ ለት ተደበደበ,6.40,SPK01
audio/tr_10162_tr099004.wav,ለ እኛ ደግሞ ፕሮግራማችን ንና አጀንዳ ችንን ወያኔ አይወስ ን ልን ም,5.50,SPK01
